"PMID","Study_Type","domain","item","axis","state","primary","raw","severity"
"STUDY-0501","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0501","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0501","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0501","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0501","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0501","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0501","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0501","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0501","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0501","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0501","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0501","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0501","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0501","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on previous literature",0.3333333
"STUDY-0501","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0501","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0501","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0501","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias",0
"STUDY-0868","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0868","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"",0
"STUDY-0868","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0868","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0868","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0868","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0868","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0868","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0868","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0868","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Stratification;Regression",0
"STUDY-0868","Causal","Confounding bias","conf_var_det","validity","OK",TRUE,"Based on Directed Acyclic Graphs (DAGs)/subject matter expertise",0
"STUDY-0868","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0868","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"Yes",0
"STUDY-0868","Causal","Missing data","hand_miss_outcom","validity","VAL",TRUE,"No",1
"STUDY-0868","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"Yes",0
"STUDY-0868","Causal","Missing data","hand_miss_exposure","validity","VAL",TRUE,"No",1
"STUDY-0868","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias;Confounding bias",0
"STUDY-0183","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0183","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0183","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0183","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0183","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0183","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0183","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0183","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0183","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0183","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0183","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0183","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0183","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0183","Causal","Confounding bias","conf_var_det","validity","OK",TRUE,"Based on Directed Acyclic Graphs (DAGs)/subject matter expertise",0
"STUDY-0183","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0183","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0183","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0183","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias",0
"STUDY-0053","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0053","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0053","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0053","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0053","Descriptive","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0053","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0053","Descriptive","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0053","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0053","Descriptive","Conflating task","confl_task","validity","OK",TRUE,"No",0
"STUDY-0981","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0981","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0981","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0981","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0981","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0981","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0981","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0981","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0981","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0981","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0981","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0981","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0981","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0981","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0981","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0981","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"Yes",0
"STUDY-0981","Causal","Missing data","hand_miss_outcom","validity","VAL",TRUE,"No",1
"STUDY-0981","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0981","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Random error;Selection bias;Measurement bias;Confounding bias;Missing data",0
"STUDY-0831","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0831","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"skipped",0
"STUDY-0831","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0831","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0831","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0831","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"No",1
"STUDY-0831","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0831","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0831","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0831","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0831","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0831","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0831","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0831","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0831","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0519","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0519","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0519","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0519","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0519","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0519","Causal","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0519","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0519","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0519","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"No",1
"STUDY-0519","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0519","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0519","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0519","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0519","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0519","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0519","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0519","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0519","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Confounding bias",0
"STUDY-0017","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0017","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0017","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0017","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0017","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0017","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0017","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0017","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0017","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0017","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0017","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0017","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0017","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Stratification;Matching;Regression",0
"STUDY-0017","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0017","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0017","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0017","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"Yes",0
"STUDY-0017","Causal","Missing data","hand_miss_exposure","validity","VAL",TRUE,"No",1
"STUDY-0017","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias",0
"STUDY-0621","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0621","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0621","Causal","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0621","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0621","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0621","Causal","Measurement bias","val_exposure","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0621","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0621","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0621","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0621","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0621","Causal","Confounding bias","conf_var_det","validity","OK",TRUE,"Based on Directed Acyclic Graphs (DAGs)/subject matter expertise;Based on previous literature",0
"STUDY-0621","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0621","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0621","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0621","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0905","Descriptive","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0905","Descriptive","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0905","Descriptive","Random error","sample_ach","validity","OK",TRUE,"Yes",0
